oid	hd_id	sao_id
3151310	"HD  38330"	"SAO 256215"
3194316	"HD  38332"	"SAO 256211"
821276	"HD  38333"	"SAO  58419"
822979	"HD  38334"	"SAO  77524"
823392	"HD  38335"	"SAO  77525"
823829	"HD  38336"	"SAO  94839"
825271	"HD  38337"	"SAO 113103"
825318	"HD  38338"	"SAO 113102"
832391	"HD  38339"	"SAO 170750"
1315386	"HD   3834"	"SAO 147399"
832390	"HD  38340"	"SAO 170749"
833947	"HD  38341"	"SAO 196117"
834845	"HD  38342"	"SAO 217487"
2965251	"HD  38343"	"SAO 217485"
321653	"HD  38347"	"SAO  25379"
821967	"HD  38348"	"SAO  77536"
825293	"HD  38349"	"SAO 113106"
1257942	"HD   3835"	"SAO 166478"
825294	"HD  38350"	"SAO 113107"
825653	"HD  38351"	"SAO 113104"
827147	"HD  38352"	"SAO 132507"
834846	"HD  38353"	"SAO 217488"
835121	"HD  38354"	"SAO 217486"
2980390	"HD  38355"	"SAO 234103"
321173	"HD  38356"	"SAO  25380"
819405	"HD  38358"	"SAO  40609"
821203	"HD  38359"	"SAO  58421"
1209770	"HD   3836"	"SAO 192673"
822546	"HD  38360"	"SAO  77535"
822546	"HD  38360A"	"SAO  77535"
823026	"HD  38361"	"SAO  77532"
823370	"HD  38362"	"SAO  77534"
823394	"HD  38363"	"SAO  77527"
823396	"HD  38364"	"SAO  77530"
823414	"HD  38365"	"SAO  77528"
824848	"HD  38366"	"SAO 113108"
830960	"HD  38368"	"SAO 150756"
832415	"HD  38370"	"SAO 170753"
3036827	"HD  38371"	"SAO 234099"
3052462	"HD  38372"	"SAO 249332"
318931	"HD  38373"	"SAO   5683"
319559	"HD  38374"	"SAO   5670"
320904	"HD  38375"	"SAO  13622"
819974	"HD  38376"	"SAO  58424"
823830	"HD  38377"	"SAO  94840"
823830	"HD  38377A"	"SAO  94840"
7888	"HD   3838"	"SAO  36576"
831328	"HD  38380"	"SAO 150757"
831233	"HD  38381"	"SAO 150758"
832003	"HD  38382"	"SAO 170756"
832954	"HD  38383"	"SAO 170754"
833682	"HD  38384"	"SAO 170751"
834829	"HD  38385"	"SAO 196116"
332035	"HD  38387"	"SAO    929"
825295	"HD  38388"	"SAO 113111"
1355956	"HD   3839"	"SAO 128898"
830590	"HD  38390"	"SAO 132508"
832004	"HD  38391"	"SAO 170761"
832044	"HD  38392"	"SAO 170757"
832345	"HD  38393"	"SAO 170759"
832416	"HD  38394"	"SAO 170758"
833657	"HD  38395"	"SAO 196121"
834596	"HD  38396"	"SAO 196119"
834830	"HD  38397"	"SAO 196118"
318966	"HD  38399"	"SAO   5682"
3280338	"HD    384"	"SAO 255637"
1355966	"HD   3840"	"SAO 128897"
309016	"HD  38400"	"SAO  40610"
819975	"HD  38401"	"SAO  58428"
820425	"HD  38402"	"SAO  58426"
825296	"HD  38403"	"SAO 113114"
825297	"HD  38404"	"SAO 113113"
825319	"HD  38405"	"SAO 113112"
827048	"HD  38406"	"SAO 132512"
831640	"HD  38407"	"SAO 150763"
831652	"HD  38408"	"SAO 150760"
835147	"HD  38409"	"SAO 217490"
1345523	"HD   3841"	"SAO 128896"
321666	"HD  38410"	"SAO  25382"
824816	"HD  38411"	"SAO  94842"
825298	"HD  38412"	"SAO 113115"
830604	"HD  38413"	"SAO 132511"
831296	"HD  38414"	"SAO 150766"
834241	"HD  38415"	"SAO 196123"
3151312	"HD  38417"	"SAO 256219"
321183	"HD  38418"	"SAO  25390"
321411	"HD  38419"	"SAO  25389"
1329044	"HD   3842"	"SAO 147400"
321655	"HD  38420"	"SAO  25387"
823419	"HD  38421"	"SAO  77541"
824818	"HD  38422"	"SAO  94844"
831329	"HD  38423"	"SAO 150768"
832006	"HD  38424"	"SAO 170774"
832029	"HD  38425"	"SAO 170768"
832030	"HD  38426"	"SAO 170770"
832393	"HD  38427"	"SAO 170769"
832927	"HD  38428"	"SAO 170764"
833659	"HD  38429"	"SAO 196128"
1296232	"HD   3843"	"SAO 147401"
834228	"HD  38430"	"SAO 196127"
834608	"HD  38431"	"SAO 196125"
834872	"HD  38433"	"SAO 217493"
835122	"HD  38434"	"SAO 217492"
319579	"HD  38438"	"SAO   5673"
321661	"HD  38439"	"SAO  25388"
1257841	"HD   3844"	"SAO 166479"
819977	"HD  38440"	"SAO  58435"
821362	"HD  38441"	"SAO  58431"
823456	"HD  38442"	"SAO  94847"
825638	"HD  38443"	"SAO 113116"
832394	"HD  38444"	"SAO 170772"
832929	"HD  38445"	"SAO 170766"
3036841	"HD  38447"	"SAO 249333"
322179	"HD  38449"	"SAO  40612"
1225362	"HD   3845"	"SAO 192674"
821949	"HD  38450"	"SAO  77548"
823503	"HD  38451"	"SAO  77543"
824483	"HD  38452"	"SAO  94846"
830618	"HD  38454"	"SAO 150772"
830962	"HD  38455"	"SAO 150771"
833968	"HD  38456"	"SAO 196129"
835123	"HD  38457"	"SAO 217500"
2965253	"HD  38458"	"SAO 217497"
2980349	"HD  38459"	"SAO 217491"
1225391	"HD   3846"	"SAO 192675"
320912	"HD  38460"	"SAO  13625"
321444	"HD  38462"	"SAO  25391"
821970	"HD  38463"	"SAO  77551"
822555	"HD  38464"	"SAO  77550"
823421	"HD  38465"	"SAO  77544"
832047	"HD  38466"	"SAO 170778"
833641	"HD  38467"	"SAO 170771"
2965254	"HD  38468"	"SAO 217498"
2965277	"HD  38469"	"SAO 217495"
1451949	"HD   3847"	"SAO  92026"
2980375	"HD  38470"	"SAO 217494"
2980376	"HD  38471"	"SAO 217496"
3178273	"HD  38473"	"SAO 256216"
320343	"HD  38475"	"SAO  13627"
823398	"HD  38476"	"SAO  77549"
823423	"HD  38477"	"SAO  77547"
824140	"HD  38478"	"SAO  94848"
826091	"HD  38479"	"SAO 113118"
831300	"HD  38480"	"SAO 150775"
831313	"HD  38481"	"SAO 150773"
832007	"HD  38482"	"SAO 170786"
832956	"HD  38483"	"SAO 170777"
833949	"HD  38485"	"SAO 196132"
833969	"HD  38486"	"SAO 196130"
834848	"HD  38487"	"SAO 217503"
834875	"HD  38488"	"SAO 217502"
1225393	"HD   3849"	"SAO 192676"
321915	"HD  38490"	"SAO  40616"
821950	"HD  38491"	"SAO  77555"
823399	"HD  38493"	"SAO  77553"
824820	"HD  38494"	"SAO  94849"
829031	"HD  38495"	"SAO 132515"
829048	"HD  38496"	"SAO 132514"
831279	"HD  38497"	"SAO 150777"
832417	"HD  38498"	"SAO 170784"
834229	"HD  38499"	"SAO 196131"
3273932	"HD    385"	"SAO 258214"
1176518	"HD   3850"	"SAO 215189"
2980391	"HD  38500"	"SAO 234106"
320925	"HD  38501"	"SAO  25397"
819625	"HD  38502"	"SAO  40614"
820401	"HD  38503"	"SAO  58442"
823027	"HD  38504"	"SAO  77556"
824822	"HD  38505"	"SAO  94850"
829033	"HD  38507"	"SAO 132518"
831303	"HD  38508"	"SAO 150778"
832418	"HD  38509"	"SAO 170789"
1153500	"HD   3851"	"SAO 215188"
832957	"HD  38510"	"SAO 170782"
3052470	"HD  38511"	"SAO 249335"
321910	"HD  38513"	"SAO  25393"
820001	"HD  38514"	"SAO  58444"
823004	"HD  38515"	"SAO  77558"
824141	"HD  38516"	"SAO  94852"
825272	"HD  38517"	"SAO 113121"
831314	"HD  38518"	"SAO 150779"
3214294	"HD   3852"	"SAO 215187"
322182	"HD  38520"	"SAO  40617"
820427	"HD  38522"	"SAO  58443"
822479	"HD  38523"	"SAO  77563"
822557	"HD  38524"	"SAO  77560"
823087	"HD  38525"	"SAO  77559"
824850	"HD  38526"	"SAO 113120"
824852	"HD  38527"	"SAO 113124"
826040	"HD  38528"	"SAO 113123"
826786	"HD  38529"	"SAO 113119"
3231709	"HD   3853"	"SAO 232145"
827028	"HD  38530"	"SAO 132521"
829034	"HD  38531"	"SAO 132522"
830963	"HD  38532"	"SAO 150784"
830979	"HD  38533"	"SAO 150782"
831305	"HD  38535"	"SAO 150783"
833950	"HD  38536"	"SAO 196136"
834876	"HD  38537"	"SAO 217504"
3011027	"HD  38538"	"SAO 234107"
821973	"HD  38542"	"SAO  77566"
823832	"HD  38543"	"SAO  94857"
824126	"HD  38544"	"SAO  94854"
824156	"HD  38545"	"SAO  94855"
826042	"HD  38546"	"SAO 113126"
826041	"HD  38547"	"SAO 113122"
829049	"HD  38548"	"SAO 132523"
829965	"HD  38549"	"SAO 132520"
830964	"HD  38550"	"SAO 150786"
833646	"HD  38552"	"SAO 170793"
833970	"HD  38553"	"SAO 196137"
834230	"HD  38554"	"SAO 196135"
819979	"HD  38556"	"SAO  58453"
822981	"HD  38557"	"SAO  77567"
823858	"HD  38558"	"SAO  94858"
824485	"HD  38559"	"SAO  94856"
203913	"HD   3856"	"SAO  11336"
824853	"HD  38560"	"SAO 113132"
825255	"HD  38561"	"SAO 113131"
825273	"HD  38562"	"SAO 113130"
831307	"HD  38564"	"SAO 150788"
831306	"HD  38565"	"SAO 150785"
832960	"HD  38567"	"SAO 170796"
2965270	"HD  38568"	"SAO 217506"
3194318	"HD  38569"	"SAO 256218"
45049	"HD   3857"	"SAO  21629"
320652	"HD  38570"	"SAO  13628"
821209	"HD  38571"	"SAO  58450"
821922	"HD  38572"	"SAO  58449"
823426	"HD  38573"	"SAO  77564"
823426	"HD  38574"	"SAO  77564"
829943	"HD  38575"	"SAO 132524"
831315	"HD  38577"	"SAO 150790"
832419	"HD  38579"	"SAO 170799"
1503110	"HD   3858"	"SAO  74198"
2980378	"HD  38580"	"SAO 217505"
321428	"HD  38582"	"SAO  25400"
821919	"HD  38583"	"SAO  58451"
822982	"HD  38584"	"SAO  77569"
824143	"HD  38585"	"SAO  94861"
824486	"HD  38586"	"SAO  94859"
824488	"HD  38587"	"SAO  94860"
825274	"HD  38588"	"SAO 113134"
826116	"HD  38589"	"SAO 113129"
1474836	"HD   3859"	"SAO  92027"
830571	"HD  38592"	"SAO 132525"
830626	"HD  38593"	"SAO 150793"
830965	"HD  38594"	"SAO 150791"
831653	"HD  38595"	"SAO 150789"
833662	"HD  38596"	"SAO 196141"
833935	"HD  38597"	"SAO 196144"
2997743	"HD  38599"	"SAO 234109"
203192	"HD    386"	"SAO  11000"
1463514	"HD   3860"	"SAO  92028"
3151393	"HD  38601"	"SAO 256221"
3210056	"HD  38602"	"SAO 256214"
835666	"HD  38603"	"SAO  40618"
835677	"HD  38604"	"SAO  58460"
822984	"HD  38605"	"SAO  77571"
824854	"HD  38606"	"SAO 113135"
826043	"HD  38607"	"SAO 113133"
830966	"HD  38609"	"SAO 150794"
1423834	"HD   3861"	"SAO 109369"
833952	"HD  38610"	"SAO 196146"
834610	"HD  38611"	"SAO 196140"
834850	"HD  38612"	"SAO 217509"
2965271	"HD  38613"	"SAO 217507"
2965272	"HD  38614"	"SAO 217508"
3036843	"HD  38615"	"SAO 249338"
3068055	"HD  38616"	"SAO 249336"
3106110	"HD  38617"	"SAO 249334"
321184	"HD  38618"	"SAO  25403"
321664	"HD  38619"	"SAO  25398"
1370054	"HD   3862"	"SAO 128899"
321919	"HD  38620"	"SAO  40622"
824157	"HD  38621"	"SAO  94863"
824461	"HD  38622"	"SAO  94864"
824866	"HD  38623"	"SAO 113136"
826044	"HD  38624"	"SAO 113137"
827053	"HD  38626"	"SAO 132528"
831654	"HD  38627"	"SAO 150792"
832422	"HD  38628"	"SAO 170809"
834213	"HD  38630"	"SAO 196145"
834878	"HD  38631"	"SAO 217510"
823400	"HD  38632"	"SAO  77574"
826045	"HD  38633"	"SAO 113139"
826046	"HD  38634"	"SAO 113138"
828998	"HD  38635"	"SAO 132530"
829050	"HD  38636"	"SAO 132527"
832034	"HD  38637"	"SAO 170812"
832033	"HD  38638"	"SAO 170811"
832917	"HD  38639"	"SAO 170808"
832932	"HD  38640"	"SAO 170806"
834590	"HD  38641"	"SAO 196143"
834611	"HD  38642"	"SAO 196147"
834564	"HD  38643"	"SAO 196142"
319947	"HD  38645"	"SAO  13635"
320319	"HD  38646"	"SAO  13633"
321175	"HD  38647"	"SAO  25404"
321916	"HD  38648"	"SAO  40627"
825657	"HD  38649"	"SAO 113141"
1278042	"HD   3865"	"SAO 166483"
825658	"HD  38650"	"SAO 113142"
830597	"HD  38651"	"SAO 132529"
832011	"HD  38652"	"SAO 170814"
320347	"HD  38655"	"SAO  13632"
835992	"HD  38656"	"SAO  58465"
835999	"HD  38657"	"SAO  58466"
821976	"HD  38658"	"SAO  77582"
825321	"HD  38659"	"SAO 113147"
1176501	"HD   3866"	"SAO 192677"
825320	"HD  38660"	"SAO 113146"
825693	"HD  38661"	"SAO 113143"
829035	"HD  38663"	"SAO 132532"
829945	"HD  38664"	"SAO 132531"
831667	"HD  38665"	"SAO 150799"
834017	"HD  38666"	"SAO 196149"
1176519	"HD   3867"	"SAO 215192"
823429	"HD  38670"	"SAO  77578"
823861	"HD  38671"	"SAO  94870"
824492	"HD  38672"	"SAO  94868"
824490	"HD  38673"	"SAO  94867"
825659	"HD  38674"	"SAO 113145"
825701	"HD  38675"	"SAO 113144"
829051	"HD  38676"	"SAO 132533"
830621	"HD  38677"	"SAO 150804"
831546	"HD  38678"	"SAO 150801"
832035	"HD  38679"	"SAO 170820"
3214556	"HD   3868"	"SAO 215191"
832933	"HD  38680"	"SAO 170816"
834880	"HD  38681"	"SAO 217512"
2997744	"HD  38682"	"SAO 234114"
3010862	"HD  38683"	"SAO 234112"
332439	"HD  38684"	"SAO    928"
320653	"HD  38685"	"SAO  13631"
836000	"HD  38686"	"SAO  58472"
837292	"HD  38687"	"SAO  58468"
837303	"HD  38688"	"SAO  77590"
837761	"HD  38689"	"SAO  77588"
3214315	"HD   3869"	"SAO 215190"
822513	"HD  38690"	"SAO  77584"
822986	"HD  38691"	"SAO  77581"
823010	"HD  38692"	"SAO  77586"
823430	"HD  38693"	"SAO  77579"
824803	"HD  38694"	"SAO  94869"
825276	"HD  38695"	"SAO 113149"
825694	"HD  38696"	"SAO 113148"
829052	"HD  38697"	"SAO 132534"
831280	"HD  38698"	"SAO 150805"
831331	"HD  38699"	"SAO 150803"
1474054	"HD    387"	"SAO  91728"
3231885	"HD   3870"	"SAO 232146"
832036	"HD  38700"	"SAO 170824"
832397	"HD  38701"	"SAO 170822"
832399	"HD  38702"	"SAO 170823"
834852	"HD  38704"	"SAO 217515"
2965242	"HD  38705"	"SAO 217513"
836323	"HD  38707"	"SAO  58476"
837304	"HD  38708"	"SAO  77589"
823862	"HD  38709"	"SAO  94872"
266198	"HD   3871"	"SAO   4194"
825301	"HD  38710"	"SAO 113150"
829924	"HD  38711"	"SAO 132535"
830968	"HD  38712"	"SAO 150808"
831332	"HD  38713"	"SAO 150806"
832400	"HD  38714"	"SAO 170826"
833983	"HD  38715"	"SAO 196153"
834231	"HD  38716"	"SAO 196152"
834881	"HD  38717"	"SAO 217514"
3023133	"HD  38719"	"SAO 234115"
23162	"HD   3872"	"SAO  36580"
321445	"HD  38720"	"SAO  25405"
322174	"HD  38721"	"SAO  40632"
836325	"HD  38722"	"SAO  58475"
836328	"HD  38723"	"SAO  58473"
825695	"HD  38724"	"SAO 113151"
830982	"HD  38725"	"SAO 150810"
831333	"HD  38726"	"SAO 150807"
3106111	"HD  38727"	"SAO 249337"
3151394	"HD  38728"	"SAO 256223"
321429	"HD  38729"	"SAO  25408"
23029	"HD   3873"	"SAO  36579"
322186	"HD  38730"	"SAO  40631"
836001	"HD  38731"	"SAO  58478"
825663	"HD  38732"	"SAO 113154"
827149	"HD  38734"	"SAO 132537"
830622	"HD  38735"	"SAO 150814"
831311	"HD  38736"	"SAO 150815"
831334	"HD  38737"	"SAO 150813"
831656	"HD  38738"	"SAO 150809"
832425	"HD  38739"	"SAO 170830"
1404743	"HD   3874"	"SAO 109370"
834599	"HD  38740"	"SAO 196151"
2980394	"HD  38743"	"SAO 234120"
2997723	"HD  38744"	"SAO 234118"
2997728	"HD  38745"	"SAO 234119"
3068059	"HD  38746"	"SAO 249339"
321450	"HD  38747"	"SAO  25407"
321688	"HD  38748"	"SAO  25410"
837305	"HD  38749"	"SAO  77594"
1389390	"HD   3875"	"SAO 109371"
837783	"HD  38750"	"SAO  77593"
838514	"HD  38751"	"SAO  77592"
823833	"HD  38753"	"SAO  94874"
824498	"HD  38754"	"SAO  94873"
829925	"HD  38755"	"SAO 132539"
829946	"HD  38756"	"SAO 132538"
831312	"HD  38757"	"SAO 150817"
832037	"HD  38758"	"SAO 170834"
832460	"HD  38759"	"SAO 170832"
1278030	"HD   3876"	"SAO 166484"
832920	"HD  38760"	"SAO 170831"
2965279	"HD  38761"	"SAO 217516"
320914	"HD  38764"	"SAO  13634"
321710	"HD  38765"	"SAO  25411"
322175	"HD  38766"	"SAO  40635"
825696	"HD  38767"	"SAO 113155"
826097	"HD  38768"	"SAO 113156"
826098	"HD  38769"	"SAO 113157"
1257936	"HD   3877"	"SAO 166485"
830599	"HD  38770"	"SAO 132541"
830758	"HD  38771"	"SAO 132542"
833628	"HD  38772"	"SAO 170829"
835137	"HD  38773"	"SAO 217519"
835136	"HD  38773C"	"SAO 217518"
3023134	"HD  38774"	"SAO 234116"
321917	"HD  38775"	"SAO  40638"
322176	"HD  38776"	"SAO  40636"
835679	"HD  38777"	"SAO  58483"
825278	"HD  38778"	"SAO 113163"
825277	"HD  38779"	"SAO 113160"
1243233	"HD   3878"	"SAO 166482"
826102	"HD  38782"	"SAO 113159"
826101	"HD  38783"	"SAO 113158"
827030	"HD  38784"	"SAO 132544"
828999	"HD  38785"	"SAO 132546"
832447	"HD  38787"	"SAO 170839"
832446	"HD  38788"	"SAO 170838"
832938	"HD  38789"	"SAO 170837"
3231430	"HD   3879"	"SAO 232147"
2965280	"HD  38792"	"SAO 217517"
321413	"HD  38793"	"SAO  25416"
321451	"HD  38794"	"SAO  25414"
835670	"HD  38795"	"SAO  40634"
839548	"HD  38796"	"SAO  77596"
842882	"HD  38797"	"SAO  94875"
5547584	"HD  38798"	"SAO 113161"
5547584	"HD  38798A"	"SAO 113161"
827031	"HD  38799"	"SAO 132548"
1423027	"HD    388"	"SAO  91729"
3244326	"HD   3880"	"SAO 255694"
829926	"HD  38800"	"SAO 132545"
829966	"HD  38801"	"SAO 132543"
831668	"HD  38802"	"SAO 150818"
833630	"HD  38804"	"SAO 170836"
834243	"HD  38805"	"SAO 196159"
837763	"HD  38807"	"SAO  77604"
838516	"HD  38808"	"SAO  77597"
843670	"HD  38809"	"SAO 113165"
132291	"HD   3881"	"SAO  21632"
826047	"HD  38810"	"SAO 113164"
829036	"HD  38811"	"SAO 132547"
830983	"HD  38812"	"SAO 150819"
834202	"HD  38813"	"SAO 196166"
834215	"HD  38814"	"SAO 196163"
834232	"HD  38815"	"SAO 196165"
834620	"HD  38816"	"SAO 196161"
835362	"HD  38817"	"SAO  40642"
835368	"HD  38818"	"SAO  40643"
836723	"HD  38819"	"SAO  58484"
81786	"HD   3882"	"SAO  21634"
841641	"HD  38820"	"SAO  94881"
842868	"HD  38821"	"SAO  94878"
827032	"HD  38823"	"SAO 132550"
829967	"HD  38824"	"SAO 132549"
832426	"HD  38825"	"SAO 170842"
832448	"HD  38826"	"SAO 170844"
832964	"HD  38827"	"SAO 170841"
834600	"HD  38828"	"SAO 196162"
5613321	"HD  38829"	"SAO 234121"
5613321	"HD  38829A"	"SAO 234121"
1483819	"HD   3883"	"SAO  74200"
321151	"HD  38831"	"SAO  25419"
322180	"HD  38832"	"SAO  40645"
838536	"HD  38833"	"SAO  77606"
839549	"HD  38834"	"SAO  77605"
841629	"HD  38835"	"SAO  94883"
842097	"HD  38836"	"SAO  94880"
842098	"HD  38837"	"SAO  94879"
826049	"HD  38838"	"SAO 113166"
1435413	"HD   3884"	"SAO  92030"
829927	"HD  38840"	"SAO 132551"
830985	"HD  38841"	"SAO 150821"
831657	"HD  38842"	"SAO 150820"
832038	"HD  38843"	"SAO 170846"
834856	"HD  38844"	"SAO 217522"
2997576	"HD  38846"	"SAO 234122"
331293	"HD  38847"	"SAO    947"
321957	"HD  38848"	"SAO  40649"
835351	"HD  38849"	"SAO  40646"
1287448	"HD   3885"	"SAO 166487"
835363	"HD  38850"	"SAO  40644"
836008	"HD  38851"	"SAO  58488"
837296	"HD  38852"	"SAO  58486"
839550	"HD  38853"	"SAO  77607"
841642	"HD  38854"	"SAO  94884"
842869	"HD  38855"	"SAO  94882"
844405	"HD  38856"	"SAO 113167"
829037	"HD  38858"	"SAO 132554"
829054	"HD  38859"	"SAO 132553"
1209776	"HD   3886"	"SAO 192678"
829947	"HD  38860"	"SAO 132552"
320358	"HD  38862"	"SAO  13643"
836331	"HD  38863"	"SAO  58490"
836693	"HD  38864"	"SAO  58489"
842861	"HD  38865"	"SAO  94885"
844886	"HD  38866"	"SAO 132557"
827055	"HD  38867"	"SAO 132556"
829905	"HD  38868"	"SAO 132555"
3214557	"HD   3887"	"SAO 215193"
832427	"HD  38870"	"SAO 170850"
2965273	"HD  38871"	"SAO 217521"
2997577	"HD  38872"	"SAO 234125"
3010763	"HD  38873"	"SAO 234123"
3210074	"HD  38874"	"SAO 256220"
3210103	"HD  38875"	"SAO 258417"
836696	"HD  38876"	"SAO  58492"
838539	"HD  38877"	"SAO  77610"
842870	"HD  38878"	"SAO  94886"
844028	"HD  38879"	"SAO 113170"
3231664	"HD   3888"	"SAO 232148"
844881	"HD  38880"	"SAO 132560"
830575	"HD  38881"	"SAO 132558"
832013	"HD  38882"	"SAO 170854"
832402	"HD  38883"	"SAO 170849"
833954	"HD  38884"	"SAO 196176"
834233	"HD  38885"	"SAO 196171"
834621	"HD  38886"	"SAO 196170"
835126	"HD  38888"	"SAO 217526"
2980350	"HD  38889"	"SAO 217523"
2980381	"HD  38890"	"SAO 217524"
2997573	"HD  38891"	"SAO 234126"
3106118	"HD  38894"	"SAO 249340"
320637	"HD  38895"	"SAO  13640"
321452	"HD  38896"	"SAO  25420"
321948	"HD  38897"	"SAO  40651"
838541	"HD  38898"	"SAO  77613"
842899	"HD  38899"	"SAO  94888"
1413552	"HD    389"	"SAO 109030"
253536	"HD   3890"	"SAO   4192"
844018	"HD  38900"	"SAO 113171"
844030	"HD  38901"	"SAO 113172"
830602	"HD  38902"	"SAO 132559"
830951	"HD  38903"	"SAO 150825"
830986	"HD  38904"	"SAO 150823"
834857	"HD  38905"	"SAO 217529"
835152	"HD  38907"	"SAO 217527"
2965258	"HD  38908"	"SAO 217525"
836727	"HD  38909"	"SAO  58493"
838542	"HD  38910"	"SAO  77614"
844019	"HD  38911"	"SAO 113173"
844887	"HD  38914"	"SAO 132564"
845247	"HD  38915"	"SAO 132563"
845258	"HD  38916"	"SAO 132562"
845591	"HD  38917"	"SAO 132561"
830623	"HD  38918"	"SAO 150829"
832451	"HD  38919"	"SAO 170855"
5613196	"HD   3891A"	"SAO   4191"
240062	"HD   3891B"	"SAO   4190"
1545231	"HD   3892"	"SAO  54085"
834244	"HD  38920"	"SAO 196175"
834613	"HD  38921"	"SAO 196174"
3210104	"HD  38923"	"SAO 258419"
320906	"HD  38924"	"SAO  13642"
321408	"HD  38925"	"SAO  25425"
843280	"HD  38926"	"SAO  94891"
843678	"HD  38927"	"SAO 113174"
1493487	"HD   3893"	"SAO  74201"
844888	"HD  38930"	"SAO 132566"
831281	"HD  38931"	"SAO 150830"
831669	"HD  38933"	"SAO 150826"
832040	"HD  38934"	"SAO 170856"
832052	"HD  38935"	"SAO 170857"
834601	"HD  38936"	"SAO 196177"
834858	"HD  38937"	"SAO 217535"
835154	"HD  38939"	"SAO 217531"
835153	"HD  38939B"	"SAO 217532"
1474909	"HD   3894"	"SAO  92031"
2965260	"HD  38940"	"SAO 217530"
3106121	"HD  38942"	"SAO 249341"
835664	"HD  38943"	"SAO  40653"
836010	"HD  38944"	"SAO  58496"
843665	"HD  38945"	"SAO 113176"
845946	"HD  38947"	"SAO 132567"
846233	"HD  38948"	"SAO 150833"
832452	"HD  38949"	"SAO 170859"
1370055	"HD   3895"	"SAO 128901"
833936	"HD  38950"	"SAO 196183"
833984	"HD  38951"	"SAO 196182"
834614	"HD  38952"	"SAO 196178"
834884	"HD  38953"	"SAO 217536"
835141	"HD  38954"	"SAO 217534"
2980368	"HD  38955"	"SAO 217528"
3023135	"HD  38956"	"SAO 234127"
3178224	"HD  38957"	"SAO 256224"
321692	"HD  38958"	"SAO  25423"
322188	"HD  38959"	"SAO  40656"
1355967	"HD   3896"	"SAO 128900"
841627	"HD  38960"	"SAO  94897"
842094	"HD  38961"	"SAO  94893"
842095	"HD  38962"	"SAO  94896"
842100	"HD  38963"	"SAO  94892"
842875	"HD  38964"	"SAO  94895"
843300	"HD  38965"	"SAO 113177"
845602	"HD  38966"	"SAO 132568"
832014	"HD  38967"	"SAO 170861"
832403	"HD  38969"	"SAO 170860"
832940	"HD  38970"	"SAO 170858"
834591	"HD  38971"	"SAO 196180"
2997497	"HD  38973"	"SAO 234128"
3036848	"HD  38974"	"SAO 249349"
319281	"HD  38976"	"SAO   5694"
321942	"HD  38977"	"SAO  25426"
836700	"HD  38978"	"SAO  58498"
837297	"HD  38979"	"SAO  58497"
240072	"HD   3898"	"SAO   4193"
837765	"HD  38980"	"SAO  77619"
841631	"HD  38981"	"SAO  94900"
842884	"HD  38982"	"SAO  94894"
843680	"HD  38983"	"SAO 113178"
846559	"HD  38984"	"SAO 150835"
832428	"HD  38985"	"SAO 170863"
834216	"HD  38986"	"SAO 196184"
834859	"HD  38988"	"SAO 217538"
834885	"HD  38989"	"SAO 217537"
203924	"HD   3899"	"SAO  11340"
2997574	"HD  38991"	"SAO 234131"
3052472	"HD  38992"	"SAO 249348"
320638	"HD  38995"	"SAO  13644"
836729	"HD  38997"	"SAO  58501"
837766	"HD  38998"	"SAO  77621"
838518	"HD  38999"	"SAO  77620"
6782	"HD     38A"	"SAO  36046"
6781	"HD     38B"	"SAO  36048"
1530589	"HD     39"	"SAO  53635"
1403418	"HD    390"	"SAO 109031"
45050	"HD   3900"	"SAO  21638"
844883	"HD  39000"	"SAO 132570"
845947	"HD  39001"	"SAO 132569"
834235	"HD  39002"	"SAO 196185"
835995	"HD  39003"	"SAO  58502"
837767	"HD  39004"	"SAO  77625"
837775	"HD  39005"	"SAO  77622"
839561	"HD  39006"	"SAO  77618"
843295	"HD  39007"	"SAO 113179"
844884	"HD  39008"	"SAO 132574"
845594	"HD  39009"	"SAO 132571"
45736	"HD   3901"	"SAO  21637"
846555	"HD  39010"	"SAO 150840"
832453	"HD  39011"	"SAO 170865"
834860	"HD  39012"	"SAO 217541"
3010765	"HD  39013"	"SAO 234129"
3067997	"HD  39014"	"SAO 249346"
3194376	"HD  39016"	"SAO 256222"
321723	"HD  39017"	"SAO  25427"
841638	"HD  39018"	"SAO  94903"
842102	"HD  39019"	"SAO  94904"
1493501	"HD   3902"	"SAO  74203"
843666	"HD  39020"	"SAO 113184"
843685	"HD  39021"	"SAO 113181"
845255	"HD  39022"	"SAO 132575"
845595	"HD  39023"	"SAO 132573"
845599	"HD  39024"	"SAO 132572"
846926	"HD  39025"	"SAO 150838"
847652	"HD  39026"	"SAO 170866"
833986	"HD  39027"	"SAO 196189"
834861	"HD  39028"	"SAO 217542"
321177	"HD  39029"	"SAO  25430"
1493512	"HD   3903"	"SAO  74202"
839562	"HD  39030"	"SAO  77624"
842096	"HD  39031"	"SAO  94908"
842864	"HD  39032"	"SAO  94907"
844407	"HD  39033"	"SAO 113182"
846234	"HD  39035"	"SAO 150842"
847278	"HD  39036"	"SAO 170869"
847289	"HD  39037"	"SAO 170867"
847637	"HD  39038"	"SAO 170868"
834218	"HD  39039"	"SAO 196190"
1463517	"HD   3904"	"SAO  92032"
834862	"HD  39040"	"SAO 217543"
2980206	"HD  39042"	"SAO 217539"
321693	"HD  39043"	"SAO  25428"
836705	"HD  39045"	"SAO  58504"
