oid	hd_id	sao_id
2712063	"HD 141631"	"SAO 101760"
2712074	"HD 141632"	"SAO 101759"
2650262	"HD 141633"	"SAO 121212"
2399928	"HD 141636"	"SAO 183856"
2399951	"HD 141637"	"SAO 183854"
2399982	"HD 141638"	"SAO 183857"
48304	"HD  14164"	"SAO  37939"
2357674	"HD 141640"	"SAO 207046"
2357693	"HD 141641"	"SAO 207045"
2326158	"HD 141643"	"SAO 207048"
11575138	"HD 141645"	"SAO 226306"
3458804	"HD 141646"	"SAO 243068"
3458853	"HD 141647"	"SAO 243069"
3442930	"HD 141648"	"SAO 243070"
3426652	"HD 141649"	"SAO 243077"
1438549	"HD  14165"	"SAO  92875"
3412391	"HD 141650"	"SAO 253334"
365467	"HD 141652"	"SAO   2588"
401424	"HD 141653"	"SAO  16848"
442532	"HD 141654"	"SAO  29669"
2858091	"HD 141655"	"SAO  64923"
2831659	"HD 141656"	"SAO  84017"
2621868	"HD 141657"	"SAO 140794"
2621868	"HD 141657A"	"SAO 140794"
3058196	"HD  14166"	"SAO 215843"
2559427	"HD 141660"	"SAO 159531"
2544377	"HD 141661"	"SAO 159532"
2377327	"HD 141663"	"SAO 183861"
2357653	"HD 141664"	"SAO 183862"
2312273	"HD 141665"	"SAO 207051"
2312303	"HD 141666"	"SAO 207053"
3490173	"HD 141667"	"SAO 226307"
3474514	"HD 141668"	"SAO 226311"
388802	"HD 141673"	"SAO  16847"
443109	"HD 141675"	"SAO  29668"
455300	"HD 141676"	"SAO  29675"
495565	"HD 141677"	"SAO  45739"
2881574	"HD 141679"	"SAO  64924"
3094864	"HD  14168"	"SAO 232691"
2650256	"HD 141680"	"SAO 121215"
2528867	"HD 141682"	"SAO 159534"
2481714	"HD 141683"	"SAO 183858"
2341849	"HD 141684"	"SAO 207047"
2312264	"HD 141685"	"SAO 207055"
11575139	"HD 141687"	"SAO 226308"
3412302	"HD 141689"	"SAO 253335"
2812475	"HD 141690"	"SAO  84018"
2795134	"HD 141691"	"SAO  84020"
2727980	"HD 141692"	"SAO 101761"
2679796	"HD 141693"	"SAO 121214"
2634378	"HD 141694"	"SAO 140795"
2508825	"HD 141695"	"SAO 159535"
11583784	"HD 141696"	"SAO 183860"
2357675	"HD 141697"	"SAO 207052"
2341850	"HD 141698"	"SAO 207050"
1555590	"HD   1417"	"SAO  36252"
279562	"HD  14170"	"SAO   4629"
3518823	"HD 141701"	"SAO 226309"
3518836	"HD 141702"	"SAO 226310"
3474482	"HD 141703"	"SAO 226312"
3474682	"HD 141704"	"SAO 243073"
3458625	"HD 141705"	"SAO 243071"
3458805	"HD 141706"	"SAO 243074"
3458806	"HD 141707"	"SAO 243075"
224546	"HD  14171"	"SAO  12226"
3365561	"HD 141710"	"SAO 257337"
443089	"HD 141711"	"SAO  29674"
455290	"HD 141712"	"SAO  29676"
2812458	"HD 141714"	"SAO  84019"
2650263	"HD 141715"	"SAO 121216"
2594888	"HD 141716"	"SAO 140797"
2578933	"HD 141717"	"SAO 159533"
2559414	"HD 141718"	"SAO 159536"
2528857	"HD 141719"	"SAO 159537"
207001	"HD  14172"	"SAO  23194"
2357694	"HD 141720"	"SAO 207054"
2341852	"HD 141721"	"SAO 207056"
3490136	"HD 141723"	"SAO 226314"
3474684	"HD 141724"	"SAO 243078"
3474683	"HD 141725"	"SAO 243076"
424735	"HD 141729"	"SAO  29671"
172074	"HD  14173"	"SAO  23192"
424739	"HD 141730"	"SAO  29670"
2812440	"HD 141731"	"SAO  84022"
2812469	"HD 141732"	"SAO  84023"
2578934	"HD 141736"	"SAO 159538"
2481715	"HD 141737"	"SAO 183863"
2357695	"HD 141739"	"SAO 207057"
110361	"HD  14174"	"SAO  23186"
11576209	"HD 141740"	"SAO 207059"
3503817	"HD 141742"	"SAO 226313"
3490666	"HD 141743"	"SAO 226318"
3474627	"HD 141744"	"SAO 243080"
3458752	"HD 141745"	"SAO 243081"
3458753	"HD 141746"	"SAO 243082"
1280490	"HD  14175"	"SAO 167679"
388803	"HD 141750"	"SAO  16850"
2777383	"HD 141753"	"SAO 101762"
2607391	"HD 141754"	"SAO 140798"
2377328	"HD 141756"	"SAO 183868"
2357676	"HD 141757"	"SAO 207058"
2341961	"HD 141759"	"SAO 207060"
1270827	"HD  14176"	"SAO 167677"
2312304	"HD 141760"	"SAO 207061"
3518519	"HD 141761"	"SAO 226316"
3518518	"HD 141762"	"SAO 226315"
3503818	"HD 141763"	"SAO 226317"
3504227	"HD 141764"	"SAO 226319"
3474517	"HD 141765"	"SAO 226321"
3381952	"HD 141767"	"SAO 253342"
401154	"HD 141768"	"SAO  16853"
2831701	"HD 141769"	"SAO  84024"
1250443	"HD  14177"	"SAO 167680"
2634343	"HD 141770"	"SAO 121217"
2508841	"HD 141774"	"SAO 183864"
2508842	"HD 141775"	"SAO 183865"
2399952	"HD 141777"	"SAO 183866"
2326057	"HD 141778"	"SAO 207063"
2312305	"HD 141779"	"SAO 207062"
1250442	"HD  14178"	"SAO 167678"
3458754	"HD 141781"	"SAO 243083"
3458854	"HD 141782"	"SAO 243085"
3426567	"HD 141783"	"SAO 243090"
3426676	"HD 141784"	"SAO 243091"
1184637	"HD  14179"	"SAO 193617"
344463	"HD 141790"	"SAO   2581"
2938740	"HD 141791"	"SAO  64925"
2858092	"HD 141792"	"SAO  64930"
2812459	"HD 141794"	"SAO  84025"
2665251	"HD 141795"	"SAO 121218"
7094575	"HD 141796"	"SAO 140799"
2594920	"HD 141797"	"SAO 140800"
2559428	"HD 141798"	"SAO 159539"
1483228	"HD   1418"	"SAO  73881"
3041626	"HD  14180"	"SAO 215844"
2326058	"HD 141800"	"SAO 207068"
2312287	"HD 141802"	"SAO 207064"
3504335	"HD 141803"	"SAO 226323"
3458855	"HD 141804"	"SAO 243087"
3412294	"HD 141805"	"SAO 253336"
3412304	"HD 141806"	"SAO 253337"
3365492	"HD 141807"	"SAO 257338"
3139978	"HD  14181"	"SAO 232690"
2528887	"HD 141812"	"SAO 159540"
2399972	"HD 141813"	"SAO 183869"
2341854	"HD 141814"	"SAO 207066"
2341865	"HD 141815"	"SAO 207065"
2326044	"HD 141816"	"SAO 207069"
3503873	"HD 141817"	"SAO 226322"
3458807	"HD 141818"	"SAO 243088"
3318861	"HD 141824"	"SAO 258735"
471973	"HD 141825"	"SAO  45747"
2939300	"HD 141826"	"SAO  64929"
2727995	"HD 141827"	"SAO 101770"
2665270	"HD 141828"	"SAO 121219"
2544361	"HD 141829"	"SAO 159542"
172094	"HD  14183"	"SAO  23198"
11584236	"HD 141830"	"SAO 159543"
11583599	"HD 141831"	"SAO 183872"
2357654	"HD 141832"	"SAO 183873"
2326045	"HD 141834"	"SAO 207072"
2326074	"HD 141835"	"SAO 207073"
2326073	"HD 141836"	"SAO 207071"
3503798	"HD 141838"	"SAO 226324"
3458626	"HD 141839"	"SAO 243089"
174379	"HD  14184"	"SAO  23195"
3442685	"HD 141840"	"SAO 243092"
3427674	"HD 141843"	"SAO 253339"
3412371	"HD 141844"	"SAO 253341"
3333414	"HD 141846"	"SAO 257341"
495542	"HD 141847"	"SAO  45748"
2777361	"HD 141848"	"SAO  84027"
2777372	"HD 141849"	"SAO  84028"
174065	"HD  14185"	"SAO  23197"
2743315	"HD 141850"	"SAO 101771"
2621869	"HD 141851"	"SAO 140801"
2578935	"HD 141852"	"SAO 159541"
2559441	"HD 141853"	"SAO 159544"
2544378	"HD 141854"	"SAO 159545"
2399953	"HD 141855"	"SAO 183871"
3490112	"HD 141856"	"SAO 226326"
3442668	"HD 141857"	"SAO 243093"
3427433	"HD 141859"	"SAO 253340"
2399973	"HD 141867"	"SAO 183876"
2377411	"HD 141868"	"SAO 183877"
2341855	"HD 141869"	"SAO 207074"
136508	"HD  14187"	"SAO  23193"
3518753	"HD 141871"	"SAO 226325"
3490155	"HD 141873"	"SAO 226329"
3474485	"HD 141874"	"SAO 226330"
3474523	"HD 141875"	"SAO 226334"
389401	"HD 141879"	"SAO  16852"
85488	"HD  14188"	"SAO  37946"
11584327	"HD 141880"	"SAO 159546"
2544363	"HD 141881"	"SAO 159547"
11583778	"HD 141882"	"SAO 183875"
2399933	"HD 141883"	"SAO 183878"
11576176	"HD 141885"	"SAO 207076"
3518839	"HD 141887"	"SAO 226328"
10793	"HD  14189"	"SAO  37940"
3427434	"HD 141890"	"SAO 253343"
3412392	"HD 141891"	"SAO 253346"
11633875	"HD 141892"	"SAO  45751"
11633875	"HD 141892A"	"SAO  45751"
2881591	"HD 141893"	"SAO  64934"
2759484	"HD 141894"	"SAO 101773"
2696675	"HD 141895"	"SAO 121221"
2607386	"HD 141896"	"SAO 140804"
2594899	"HD 141897"	"SAO 140805"
2559430	"HD 141898"	"SAO 159548"
1423294	"HD   1419"	"SAO  91832"
1598048	"HD  14190"	"SAO  55444"
2481717	"HD 141900"	"SAO 183880"
2377297	"HD 141901"	"SAO 183879"
2377334	"HD 141902"	"SAO 183882"
2341856	"HD 141903"	"SAO 207075"
2312307	"HD 141905"	"SAO 207077"
3503799	"HD 141907"	"SAO 226333"
3490113	"HD 141909"	"SAO 226331"
1485900	"HD  14191"	"SAO  92877"
3490137	"HD 141910"	"SAO 226336"
3490156	"HD 141911"	"SAO 226337"
3427435	"HD 141913"	"SAO 253344"
2858086	"HD 141917"	"SAO  64936"
2594913	"HD 141918"	"SAO 140806"
2594929	"HD 141919"	"SAO 140807"
1466049	"HD  14192"	"SAO  92878"
2544364	"HD 141920"	"SAO 159550"
2377298	"HD 141921"	"SAO 183881"
3475200	"HD 141925"	"SAO 243094"
3441824	"HD 141926"	"SAO 243098"
1376249	"HD  14193"	"SAO 129801"
496344	"HD 141930"	"SAO  45752"
2938748	"HD 141931"	"SAO  64935"
2881580	"HD 141932"	"SAO  64937"
2743290	"HD 141933"	"SAO 101775"
2712077	"HD 141934"	"SAO 101776"
2679799	"HD 141935"	"SAO 121223"
2528878	"HD 141937"	"SAO 159551"
2399934	"HD 141938"	"SAO 183883"
2377299	"HD 141939"	"SAO 183884"
1201013	"HD  14194"	"SAO 193618"
2357658	"HD 141940"	"SAO 183887"
2326046	"HD 141941"	"SAO 207079"
2312308	"HD 141942"	"SAO 207080"
3518825	"HD 141943"	"SAO 226339"
3490622	"HD 141944"	"SAO 226343"
3458808	"HD 141945"	"SAO 243097"
3426657	"HD 141946"	"SAO 243102"
3412543	"HD 141947"	"SAO 253348"
3028842	"HD  14195"	"SAO 215845"
365203	"HD 141952"	"SAO   8324"
2881594	"HD 141954"	"SAO  64938"
2812460	"HD 141955"	"SAO  84032"
2712076	"HD 141956"	"SAO 101777"
2696660	"HD 141957"	"SAO 121222"
3094626	"HD  14196"	"SAO 232692"
2357659	"HD 141960"	"SAO 183889"
11575152	"HD 141962"	"SAO 226341"
3474691	"HD 141963"	"SAO 243099"
3474689	"HD 141964"	"SAO 243100"
3458864	"HD 141965"	"SAO 243101"
3412353	"HD 141968"	"SAO 253347"
3196059	"HD  14197"	"SAO 248520"
471465	"HD 141970"	"SAO  45753"
2938749	"HD 141971"	"SAO  64939"
2795148	"HD 141972"	"SAO  84033"
2559415	"HD 141973"	"SAO 159552"
2399956	"HD 141975"	"SAO 183888"
2357665	"HD 141976"	"SAO 207081"
2341962	"HD 141977"	"SAO 207082"
2326075	"HD 141978"	"SAO 207083"
11575491	"HD 141981"	"SAO 226340"
3503801	"HD 141982"	"SAO 226342"
3442686	"HD 141983"	"SAO 243103"
3398697	"HD 141986"	"SAO 253351"
389389	"HD 141987"	"SAO  16854"
401136	"HD 141988"	"SAO  16856"
443091	"HD 141989"	"SAO  29680"
2938765	"HD 141990"	"SAO  64941"
2831703	"HD 141991"	"SAO  84036"
2777363	"HD 141992"	"SAO  84037"
2727982	"HD 141993"	"SAO 101779"
2594901	"HD 141994"	"SAO 140808"
2326040	"HD 141998"	"SAO 207085"
11575466	"HD 141999"	"SAO 226344"
7932118	"HD    142"	"SAO 214963"
3442672	"HD 142001"	"SAO 243105"
3398635	"HD 142002"	"SAO 253350"
377563	"HD 142005"	"SAO   8331"
377172	"HD 142006"	"SAO   8335"
401155	"HD 142007"	"SAO  16857"
424269	"HD 142008"	"SAO  29681"
2696686	"HD 142009"	"SAO 121225"
84866	"HD  14201"	"SAO  23188"
2696695	"HD 142010"	"SAO 121226"
2634379	"HD 142011"	"SAO 140809"
2508831	"HD 142015"	"SAO 183890"
2357679	"HD 142016"	"SAO 207084"
2312269	"HD 142017"	"SAO 207087"
2312289	"HD 142018"	"SAO 207086"
11574628	"HD 142019"	"SAO 243104"
1580613	"HD  14202"	"SAO  55446"
3303710	"HD 142022"	"SAO 258738"
3303710	"HD 142022A"	"SAO 258738"
2759485	"HD 142024"	"SAO 101780"
2621879	"HD 142026"	"SAO 140810"
2399935	"HD 142027"	"SAO 183891"
2326076	"HD 142028"	"SAO 207089"
3458865	"HD 142029"	"SAO 243107"
1580613	"HD  14202A"	"SAO  55446"
1456289	"HD  14203"	"SAO  92879"
3426659	"HD 142031"	"SAO 243114"
3333460	"HD 142033"	"SAO 257344"
2938750	"HD 142034"	"SAO  64943"
2938766	"HD 142035"	"SAO  64944"
2858087	"HD 142036"	"SAO  64945"
2665239	"HD 142038"	"SAO 121229"
2665253	"HD 142039"	"SAO 121230"
1376298	"HD  14204"	"SAO 129802"
2357696	"HD 142041"	"SAO 207088"
3503823	"HD 142043"	"SAO 226345"
3504230	"HD 142045"	"SAO 226346"
3504229	"HD 142046"	"SAO 226347"
3474695	"HD 142048"	"SAO 243106"
3427319	"HD 142049"	"SAO 253349"
1308674	"HD  14205"	"SAO 148311"
3365563	"HD 142051"	"SAO 257340"
2858094	"HD 142052"	"SAO  64946"
2812483	"HD 142053"	"SAO  84040"
2743303	"HD 142054"	"SAO 101781"
2650269	"HD 142055"	"SAO 121231"
2377306	"HD 142057"	"SAO 183893"
2377329	"HD 142058"	"SAO 183892"
11576217	"HD 142059"	"SAO 207091"
2326077	"HD 142060"	"SAO 207093"
3474487	"HD 142062"	"SAO 226349"
3474697	"HD 142063"	"SAO 243108"
3458809	"HD 142064"	"SAO 243109"
401156	"HD 142066"	"SAO  16859"
2938736	"HD 142067"	"SAO  45756"
2831570	"HD 142068"	"SAO  84041"
2831661	"HD 142069"	"SAO  84043"
3028843	"HD  14207"	"SAO 215846"
2634359	"HD 142070"	"SAO 140814"
2634358	"HD 142071"	"SAO 140813"
2634369	"HD 142072"	"SAO 140812"
2528889	"HD 142075"	"SAO 159553"
2341857	"HD 142077"	"SAO 207092"
3094599	"HD  14208"	"SAO 232693"
3474632	"HD 142080"	"SAO 243110"
3474634	"HD 142080B"	"SAO 243111"
3458757	"HD 142081"	"SAO 243113"
3442891	"HD 142082"	"SAO 243115"
3426660	"HD 142083"	"SAO 243120"
401578	"HD 142088"	"SAO  16858"
424692	"HD 142089"	"SAO  16860"
455291	"HD 142090"	"SAO  29684"
2912440	"HD 142091"	"SAO  64948"
2881583	"HD 142092"	"SAO  64950"
2743305	"HD 142093"	"SAO 101782"
2696661	"HD 142094"	"SAO 121232"
2508885	"HD 142096"	"SAO 183895"
2481702	"HD 142097"	"SAO 183894"
1368846	"HD   1421"	"SAO 128688"
173607	"HD  14210"	"SAO  23200"
3442892	"HD 142101"	"SAO 243117"
3427255	"HD 142102"	"SAO 243122"
365180	"HD 142105"	"SAO   8328"
443112	"HD 142106"	"SAO  29683"
455322	"HD 142107"	"SAO  45754"
495566	"HD 142108"	"SAO  45757"
2777373	"HD 142109"	"SAO  84044"
2578927	"HD 142110"	"SAO 140816"
2559421	"HD 142111"	"SAO 159554"
2528868	"HD 142112"	"SAO 159555"
11583921	"HD 142113"	"SAO 159556"
2399939	"HD 142114"	"SAO 183896"
3518736	"HD 142115"	"SAO 226350"
3518755	"HD 142116"	"SAO 226348"
3474529	"HD 142117"	"SAO 226353"
3458758	"HD 142118"	"SAO 243116"
3458866	"HD 142119"	"SAO 243119"
47927	"HD  14212"	"SAO  37948"
3427277	"HD 142121"	"SAO 253352"
365205	"HD 142123"	"SAO   8332"
401123	"HD 142124"	"SAO  16861"
455772	"HD 142125"	"SAO  29687"
513646	"HD 142126"	"SAO  45760"
2727997	"HD 142127"	"SAO 101785"
2679819	"HD 142128"	"SAO 121234"
48274	"HD  14213"	"SAO  37947"
2559443	"HD 142130"	"SAO 159558"
11584239	"HD 142131"	"SAO 159559"
11575523	"HD 142132"	"SAO 226351"
3458759	"HD 142133"	"SAO 243118"
3442673	"HD 142134"	"SAO 243121"
3442893	"HD 142136"	"SAO 243124"
3426661	"HD 142137"	"SAO 243127"
3427256	"HD 142138"	"SAO 243129"
3427437	"HD 142139"	"SAO 253353"
1395811	"HD  14214"	"SAO 110456"
3412354	"HD 142140"	"SAO 253354"
424291	"HD 142142"	"SAO  29685"
471434	"HD 142143"	"SAO  45758"
2858095	"HD 142144"	"SAO  64953"
2594903	"HD 142145"	"SAO 140817"
2559444	"HD 142146"	"SAO 159560"
2377318	"HD 142147"	"SAO 183899"
2357697	"HD 142148"	"SAO 207096"
2341842	"HD 142149"	"SAO 207097"
1214427	"HD  14215"	"SAO 193619"
3504339	"HD 142151"	"SAO 226354"
3458868	"HD 142152"	"SAO 243123"
2858096	"HD 142160"	"SAO  64954"
2831662	"HD 142161"	"SAO  84045"
2634361	"HD 142162"	"SAO 140818"
2594922	"HD 142163"	"SAO 140821"
2508851	"HD 142164"	"SAO 183898"
2399940	"HD 142165"	"SAO 183900"
11576216	"HD 142166"	"SAO 207099"
2312276	"HD 142167"	"SAO 207101"
3518738	"HD 142169"	"SAO 226352"
224568	"HD  14217"	"SAO  12230"
3458760	"HD 142170"	"SAO 243125"
3442894	"HD 142171"	"SAO 243128"
2938741	"HD 142174"	"SAO  64951"
2858097	"HD 142175"	"SAO  64955"
2858104	"HD 142176"	"SAO  64956"
2831663	"HD 142177"	"SAO  84047"
2831688	"HD 142178"	"SAO  84046"
2777346	"HD 142179"	"SAO  84048"
224487	"HD  14218"	"SAO  12229"
2634362	"HD 142180"	"SAO 140820"
2634370	"HD 142181"	"SAO 140819"
2508832	"HD 142183"	"SAO 183902"
2481729	"HD 142184"	"SAO 183901"
2399941	"HD 142185"	"SAO 183903"
2341866	"HD 142187"	"SAO 207100"
11574822	"HD 142189"	"SAO 226356"
3474534	"HD 142190"	"SAO 226358"
401124	"HD 142192"	"SAO  16862"
401158	"HD 142193"	"SAO  16864"
424711	"HD 142194"	"SAO  16865"
2679820	"HD 142195"	"SAO 121236"
2621871	"HD 142197"	"SAO 140822"
2544395	"HD 142198"	"SAO 159563"
2326079	"HD 142199"	"SAO 207102"
110375	"HD  14220"	"SAO  23199"
11575525	"HD 142202"	"SAO 226355"
11574837	"HD 142204"	"SAO 226357"
442657	"HD 142208"	"SAO  29690"
2831664	"HD 142209"	"SAO  84051"
85384	"HD  14221"	"SAO  37949"
2831679	"HD 142210"	"SAO  84050"
2594904	"HD 142213"	"SAO 140823"
2578941	"HD 142214"	"SAO 159562"
11583931	"HD 142215"	"SAO 159564"
2377307	"HD 142216"	"SAO 183904"
2357683	"HD 142217"	"SAO 207103"
3474701	"HD 142218"	"SAO 243131"
3475114	"HD 142219"	"SAO 243130"
1495819	"HD  14222"	"SAO  75273"
3458762	"HD 142220"	"SAO 243132"
3412373	"HD 142221"	"SAO 253355"
3398700	"HD 142222"	"SAO 253356"
495555	"HD 142224"	"SAO  45761"
2759512	"HD 142226"	"SAO 101787"
2743291	"HD 142227"	"SAO 101786"
2696678	"HD 142228"	"SAO 121237"
2665254	"HD 142229"	"SAO 121238"
1358846	"HD  14223"	"SAO 129807"
2634371	"HD 142230"	"SAO 140824"
2377308	"HD 142232"	"SAO 183906"
2326085	"HD 142234"	"SAO 207105"
2326085	"HD 142234A"	"SAO 207105"
3458811	"HD 142236"	"SAO 243133"
3459399	"HD 142237"	"SAO 243135"
1358884	"HD  14224"	"SAO 129806"
2831665	"HD 142243"	"SAO  84053"
2759517	"HD 142244"	"SAO 101789"
2743307	"HD 142245"	"SAO 101788"
2665255	"HD 142246"	"SAO 121239"
2594915	"HD 142247"	"SAO 140826"
2544367	"HD 142248"	"SAO 159568"
2481718	"HD 142249"	"SAO 183905"
1280511	"HD  14225"	"SAO 148312"
11583592	"HD 142250"	"SAO 183907"
2377330	"HD 142251"	"SAO 183908"
3518525	"HD 142253"	"SAO 226359"
3518844	"HD 142254"	"SAO 226361"
3503824	"HD 142255"	"SAO 226362"
11575136	"HD 142256"	"SAO 226363"
3474703	"HD 142257"	"SAO 243134"
3458763	"HD 142258"	"SAO 243136"
3458870	"HD 142259"	"SAO 243137"
3058197	"HD  14226"	"SAO 215850"
3427259	"HD 142262"	"SAO 243138"
3427258	"HD 142263"	"SAO 243139"
455292	"HD 142264"	"SAO  29692"
2858041	"HD 142265"	"SAO  64960"
2727998	"HD 142267"	"SAO 101792"
2728007	"HD 142268"	"SAO 101793"
2621881	"HD 142269"	"SAO 140825"
9119904	"HD  14227"	"SAO 215848"
2578942	"HD 142270"	"SAO 159565"
2578943	"HD 142271"	"SAO 159567"
2559416	"HD 142272"	"SAO 159566"
2544379	"HD 142273"	"SAO 159569"
11583593	"HD 142274"	"SAO 183911"
2326059	"HD 142275"	"SAO 207107"
11576181	"HD 142276"	"SAO 207108"
3518845	"HD 142277"	"SAO 226364"
3518984	"HD 142278"	"SAO 226366"
3503825	"HD 142279"	"SAO 226365"
9119904	"HD  14227A"	"SAO 215848"
3057882	"HD  14227B"	"SAO 215847"
3094669	"HD  14228"	"SAO 232696"
11574686	"HD 142280"	"SAO 226368"
5346368	"HD 142282"	"SAO  29691"
5346368	"HD 142282A"	"SAO  29691"
455317	"HD 142283"	"SAO  45762"
495556	"HD 142284"	"SAO  45764"
2679809	"HD 142285"	"SAO 121240"
2650285	"HD 142286"	"SAO 121241"
2508852	"HD 142287"	"SAO 183910"
2399958	"HD 142288"	"SAO 183913"
3139985	"HD  14229"	"SAO 232695"
2312309	"HD 142290"	"SAO 207109"
3518800	"HD 142292"	"SAO 226367"
3518800	"HD 142293"	"SAO 226367"
344570	"HD 142297"	"SAO   2597"
496354	"HD 142298"	"SAO  45765"
2712078	"HD 142299"	"SAO 101795"
1152244	"HD   1423"	"SAO 215043"
3140010	"HD  14230"	"SAO 232694"
2607388	"HD 142300"	"SAO 140827"
2399942	"HD 142301"	"SAO 183914"
2312294	"HD 142302"	"SAO 207112"
2312310	"HD 142303"	"SAO 207111"
11575137	"HD 142304"	"SAO 226369"
3427261	"HD 142305"	"SAO 243140"
3347825	"HD 142308"	"SAO 257345"
3333415	"HD 142309"	"SAO 257348"
136439	"HD  14231"	"SAO  23201"
2938752	"HD 142310"	"SAO  64962"
2759518	"HD 142311"	"SAO 101794"
2594905	"HD 142312"	"SAO 140829"
2578944	"HD 142313"	"SAO 159571"
2481719	"HD 142315"	"SAO 183916"
2341867	"HD 142316"	"SAO 207114"
2341871	"HD 142317"	"SAO 207110"
2326049	"HD 142318"	"SAO 207115"
3490141	"HD 142319"	"SAO 226371"
1523600	"HD  14232"	"SAO  75274"
11574694	"HD 142320"	"SAO 226373"
3398638	"HD 142323"	"SAO 253357"
3398638	"HD 142323A"	"SAO 253357"
3365497	"HD 142325"	"SAO 257342"
3318832	"HD 142326"	"SAO 258737"
2777365	"HD 142328"	"SAO  84055"
2665256	"HD 142329"	"SAO 121244"
1308675	"HD  14233"	"SAO 148313"
2607389	"HD 142330"	"SAO 140830"
2594924	"HD 142331"	"SAO 140831"
2377311	"HD 142333"	"SAO 183919"
2341876	"HD 142335"	"SAO 207116"
11575462	"HD 142337"	"SAO 226370"
3442897	"HD 142338"	"SAO 243141"
1298647	"HD  14234"	"SAO 148314"
3365498	"HD 142341"	"SAO 257343"
401576	"HD 142342"	"SAO  16870"
455278	"HD 142343"	"SAO  29696"
2938737	"HD 142344"	"SAO  45770"
2831704	"HD 142345"	"SAO  84056"
2679821	"HD 142346"	"SAO 121245"
3458813	"HD 142348"	"SAO 243142"
3442932	"HD 142349"	"SAO 243146"
1289900	"HD  14235"	"SAO 148315"
3413123	"HD 142351"	"SAO 253359"
389391	"HD 142353"	"SAO  16867"
401138	"HD 142354"	"SAO  16871"
2831690	"HD 142355"	"SAO  84057"
2759499	"HD 142356"	"SAO 101798"
2743292	"HD 142357"	"SAO 101796"
1270866	"HD  14236"	"SAO 167682"
2481731	"HD 142361"	"SAO 183920"
3518526	"HD 142363"	"SAO 226372"
3442839	"HD 142364"	"SAO 243144"
3426662	"HD 142365"	"SAO 243147"
1270875	"HD  14237"	"SAO 167683"
389392	"HD 142371"	"SAO  16868"
401125	"HD 142372"	"SAO  16872"
496214	"HD 142373"	"SAO  45772"
495569	"HD 142374"	"SAO  45771"
2812463	"HD 142375"	"SAO  84059"
2759513	"HD 142376"	"SAO 101799"
2621882	"HD 142377"	"SAO 140832"
2528895	"HD 142378"	"SAO 159572"
2508833	"HD 142379"	"SAO 183921"
3029411	"HD  14238"	"SAO 215851"
2399959	"HD 142382"	"SAO 183923"
2341869	"HD 142383"	"SAO 207118"
3518740	"HD 142384"	"SAO 226374"
3504233	"HD 142385"	"SAO 226376"
11574691	"HD 142386"	"SAO 226381"
11574583	"HD 142387"	"SAO 243143"
3458764	"HD 142388"	"SAO 243145"
3427244	"HD 142389"	"SAO 243150"
3094865	"HD  14239"	"SAO 232697"
424271	"HD 142393"	"SAO  29695"
495570	"HD 142394"	"SAO  45773"
2858099	"HD 142395"	"SAO  64966"
2831667	"HD 142396"	"SAO  84060"
2665273	"HD 142399"	"SAO 121246"
3262454	"HD   1424"	"SAO 231991"
2594907	"HD 142400"	"SAO 140833"
2544391	"HD 142401"	"SAO 159573"
2481707	"HD 142403"	"SAO 183926"
2481741	"HD 142404"	"SAO 183924"
2399974	"HD 142405"	"SAO 183928"
2377331	"HD 142406"	"SAO 183930"
11577035	"HD 142407"	"SAO 207119"
2326081	"HD 142408"	"SAO 207122"
224527	"HD  14241"	"SAO  12232"
11575457	"HD 142410"	"SAO 226377"
11575457	"HD 142410A"	"SAO 226377"
3504217	"HD 142411"	"SAO 226378"
3504297	"HD 142412"	"SAO 226380"
3458856	"HD 142413"	"SAO 243148"
3427412	"HD 142415"	"SAO 253358"
2831571	"HD 142418"	"SAO  84061"
2812470	"HD 142419"	"SAO  84062"
172097	"HD  14242"	"SAO  23203"
2650260	"HD 142421"	"SAO 121247"
2481722	"HD 142424"	"SAO 183927"
2399943	"HD 142425"	"SAO 183929"
2341859	"HD 142426"	"SAO 207121"
2341879	"HD 142428"	"SAO 207124"
2341879	"HD 142428"	"SAO 207125"
2326053	"HD 142429"	"SAO 207123"
1456286	"HD  14243"	"SAO  92880"
2326082	"HD 142430"	"SAO 207127"
3518741	"HD 142431"	"SAO 226375"
3518846	"HD 142432"	"SAO 226379"
3490142	"HD 142433"	"SAO 226383"
471473	"HD 142438"	"SAO  45774"
496347	"HD 142439"	"SAO  45775"
1417334	"HD  14244"	"SAO 110458"
2759500	"HD 142441"	"SAO 101801"
2728001	"HD 142442"	"SAO 101802"
2679823	"HD 142443"	"SAO 121248"
2559446	"HD 142444"	"SAO 159574"
2399975	"HD 142445"	"SAO 183931"
2326083	"HD 142446"	"SAO 207130"
2312295	"HD 142447"	"SAO 207131"
2312311	"HD 142448"	"SAO 207128"
3458765	"HD 142449"	"SAO 243149"
1358876	"HD  14245"	"SAO 129808"
11574502	"HD 142450"	"SAO 243151"
3458873	"HD 142451"	"SAO 243154"
3442899	"HD 142452"	"SAO 243155"
495991	"HD 142453"	"SAO  45777"
2812451	"HD 142454"	"SAO  84063"
2759519	"HD 142455"	"SAO 101804"
2399985	"HD 142456"	"SAO 183933"
2377335	"HD 142457"	"SAO 183934"
2326051	"HD 142458"	"SAO 207129"
1214489	"HD  14246"	"SAO 193623"
